entry_id,persona_id,t_index,date,persona_name,persona_age,persona_profession,persona_culture,session_chars,prompt_chars,alignment_self_direction,alignment_stimulation,alignment_hedonism,alignment_achievement,alignment_power,alignment_security,alignment_conformity,alignment_tradition,alignment_benevolence,alignment_universalism
3dfb718b__8,3dfb718b,8,2026-01-26,Camila Restrepo,18-24,Manager,Latin American,747,11853,0,0,0,1,0,0,0,0,0,0
3dfb718b__9,3dfb718b,9,2026-01-27,Camila Restrepo,18-24,Manager,Latin American,678,11784,1,0,0,0,0,0,-1,0,0,0
3dfb718b__10,3dfb718b,10,2026-02-03,Camila Restrepo,18-24,Manager,Latin American,289,11395,0,0,0,1,1,0,0,0,0,0
3dfe4749__0,3dfe4749,0,2025-12-01,Valentina Reyes,18-24,Nurse,Latin American,1701,12797,0,0,0,0,0,0,1,1,0,1
3dfe4749__1,3dfe4749,1,2025-12-08,Valentina Reyes,18-24,Nurse,Latin American,512,11608,0,0,0,0,0,0,-1,-1,-1,0
3dfe4749__2,3dfe4749,2,2025-12-16,Valentina Reyes,18-24,Nurse,Latin American,526,11622,0,0,0,0,0,0,0,1,1,1
3dfe4749__3,3dfe4749,3,2025-12-19,Valentina Reyes,18-24,Nurse,Latin American,1158,12254,0,0,0,0,0,0,0,-1,-1,0
3dfe4749__4,3dfe4749,4,2025-12-25,Valentina Reyes,18-24,Nurse,Latin American,264,11360,0,0,0,0,0,0,0,0,1,1
3dfe4749__5,3dfe4749,5,2025-12-31,Valentina Reyes,18-24,Nurse,Latin American,762,11858,1,0,0,0,0,0,0,-1,-1,0
3ec38c16__0,3ec38c16,0,2025-12-01,Nadia Tehrani,55+,Grad Student,Middle Eastern,1357,12466,1,0,0,0,-1,0,0,0,0,1
3ec38c16__1,3ec38c16,1,2025-12-07,Nadia Tehrani,55+,Grad Student,Middle Eastern,1363,12472,1,0,0,0,0,0,-1,0,0,1
3ec38c16__2,3ec38c16,2,2025-12-11,Nadia Tehrani,55+,Grad Student,Middle Eastern,680,11789,1,0,0,1,0,0,0,0,0,0
3ec38c16__3,3ec38c16,3,2025-12-17,Nadia Tehrani,55+,Grad Student,Middle Eastern,259,11368,1,0,0,1,0,0,0,0,0,0
3ec75d68__0,3ec75d68,0,2025-09-19,Park Jiyeon,25-34,Teacher,East Asian,701,11783,0,-1,0,0,0,1,1,1,1,0
3ec75d68__1,3ec75d68,1,2025-09-21,Park Jiyeon,25-34,Teacher,East Asian,595,11677,-1,-1,0,-1,0,1,1,1,0,0
3ec75d68__2,3ec75d68,2,2025-09-25,Park Jiyeon,25-34,Teacher,East Asian,1455,12537,-1,-1,0,-1,-1,1,1,1,0,0
3ec75d68__3,3ec75d68,3,2025-09-26,Park Jiyeon,25-34,Teacher,East Asian,689,11771,-1,-1,0,0,0,1,0,0,1,0
3ec75d68__4,3ec75d68,4,2025-09-28,Park Jiyeon,25-34,Teacher,East Asian,939,12021,-1,-1,0,0,0,1,1,1,0,0
3f984932__0,3f984932,0,2025-04-05,Tariq Haddad,45-54,Software Engineer,Middle Eastern,534,11621,1,0,0,1,0,0,-1,0,0,0
3f984932__1,3f984932,1,2025-04-12,Tariq Haddad,45-54,Software Engineer,Middle Eastern,1589,12676,1,0,0,0,0,0,-1,0,0,0
3f984932__2,3f984932,2,2025-04-15,Tariq Haddad,45-54,Software Engineer,Middle Eastern,737,11824,1,0,0,0,0,0,-1,0,0,0
3f984932__3,3f984932,3,2025-04-16,Tariq Haddad,45-54,Software Engineer,Middle Eastern,1141,12228,1,0,0,0,0,-1,-1,0,0,0
3f984932__4,3f984932,4,2025-04-18,Tariq Haddad,45-54,Software Engineer,Middle Eastern,753,11840,1,0,0,0,0,-1,0,0,0,0
3f984932__5,3f984932,5,2025-04-18,Tariq Haddad,45-54,Software Engineer,Middle Eastern,737,11824,1,0,0,0,0,-1,0,0,0,0
3f984932__6,3f984932,6,2025-04-21,Tariq Haddad,45-54,Software Engineer,Middle Eastern,824,11911,1,0,0,0,0,-1,0,0,1,0
4236a5ff__0,4236a5ff,0,2025-11-24,Kevin Lim,18-24,Manager,East Asian,1338,12396,1,0,1,0,0,0,-1,0,1,0
4236a5ff__1,4236a5ff,1,2025-11-28,Kevin Lim,18-24,Manager,East Asian,1223,12281,1,0,1,0,0,0,-1,-1,0,0
42d9f988__0,42d9f988,0,2025-12-11,Sandra Kowalski,45-54,Grad Student,North American,1088,12167,-1,0,-1,1,0,0,0,1,1,0
42d9f988__1,42d9f988,1,2025-12-17,Sandra Kowalski,45-54,Grad Student,North American,623,11702,0,0,-1,0,0,0,0,1,1,0
42d9f988__2,42d9f988,2,2025-12-17,Sandra Kowalski,45-54,Grad Student,North American,422,11501,1,0,0,-1,0,0,-1,1,1,0
42d9f988__3,42d9f988,3,2025-12-24,Sandra Kowalski,45-54,Grad Student,North American,691,11770,0,0,0,0,0,0,0,0,1,0
42d9f988__4,42d9f988,4,2025-12-28,Sandra Kowalski,45-54,Grad Student,North American,1867,12946,1,0,-1,0,0,0,0,1,1,1
42d9f988__5,42d9f988,5,2025-12-28,Sandra Kowalski,45-54,Grad Student,North American,1324,12403,0,0,-1,1,0,1,0,0,1,0
42d9f988__6,42d9f988,6,2026-01-02,Sandra Kowalski,45-54,Grad Student,North American,220,11299,-1,0,0,-1,0,0,0,1,1,0
42d9f988__7,42d9f988,7,2026-01-07,Sandra Kowalski,45-54,Grad Student,North American,1466,12545,1,0,0,0,0,1,0,1,1,0
42d9f988__8,42d9f988,8,2026-01-09,Sandra Kowalski,45-54,Grad Student,North American,987,12066,1,0,0,0,0,0,1,0,1,1
42d9f988__9,42d9f988,9,2026-01-12,Sandra Kowalski,45-54,Grad Student,North American,689,11768,0,0,0,0,0,1,0,1,1,0
42d9f988__10,42d9f988,10,2026-01-17,Sandra Kowalski,45-54,Grad Student,North American,199,11278,1,0,0,1,0,1,0,0,1,0
43f4507b__0,43f4507b,0,2025-01-02,Priya Venkatesh,35-44,Grad Student,South Asian,1163,12233,1,0,0,1,0,-1,0,0,0,0
43f4507b__1,43f4507b,1,2025-01-03,Priya Venkatesh,35-44,Grad Student,South Asian,210,11280,0,0,0,0,0,0,0,0,0,0
43f4507b__2,43f4507b,2,2025-01-07,Priya Venkatesh,35-44,Grad Student,South Asian,204,11274,0,0,0,1,0,0,0,0,0,0
43f4507b__3,43f4507b,3,2025-01-09,Priya Venkatesh,35-44,Grad Student,South Asian,1625,12695,1,0,0,0,0,-1,-1,0,0,0
43f4507b__4,43f4507b,4,2025-01-15,Priya Venkatesh,35-44,Grad Student,South Asian,162,11232,0,0,0,1,0,0,0,0,-1,0
43f4507b__5,43f4507b,5,2025-01-22,Priya Venkatesh,35-44,Grad Student,South Asian,927,11997,1,0,0,1,0,0,-1,0,0,0
43f4507b__6,43f4507b,6,2025-01-27,Priya Venkatesh,35-44,Grad Student,South Asian,1118,12188,1,0,0,1,0,0,0,0,0,0
4403b4f9__0,4403b4f9,0,2025-01-27,Lars Henriksen,45-54,Parent (Stay-at-home),Western European,1006,12121,1,1,0,1,1,0,0,0,0,0
4403b4f9__1,4403b4f9,1,2025-01-30,Lars Henriksen,45-54,Parent (Stay-at-home),Western European,1525,12640,1,1,0,1,0,0,0,0,1,0
440e5deb__0,440e5deb,0,2025-12-01,Priya Sharma,18-24,Teacher,South Asian,650,11738,0,0,-1,1,0,0,0,0,-1,0
440e5deb__1,440e5deb,1,2025-12-10,Priya Sharma,18-24,Teacher,South Asian,1034,12122,0,0,0,1,0,0,1,0,0,0
440e5deb__2,440e5deb,2,2025-12-20,Priya Sharma,18-24,Teacher,South Asian,2036,13124,0,0,-1,1,0,0,0,0,-1,0
440e5deb__3,440e5deb,3,2025-12-24,Priya Sharma,18-24,Teacher,South Asian,1205,12293,0,1,1,0,0,0,0,0,1,0
440e5deb__4,440e5deb,4,2025-12-27,Priya Sharma,18-24,Teacher,South Asian,1322,12410,1,0,1,-1,0,0,0,0,0,0
440e5deb__5,440e5deb,5,2026-01-03,Priya Sharma,18-24,Teacher,South Asian,2073,13161,-1,0,0,1,0,0,1,0,1,0
440e5deb__6,440e5deb,6,2026-01-06,Priya Sharma,18-24,Teacher,South Asian,894,11982,1,0,0,0,0,0,0,0,1,0
440e5deb__7,440e5deb,7,2026-01-12,Priya Sharma,18-24,Teacher,South Asian,695,11783,0,0,-1,1,0,0,0,0,0,0
4a061287__0,4a061287,0,2025-07-11,Sofia Reyes Castillo,25-34,Teacher,Latin American,793,11868,0,0,0,0,0,0,0,1,1,0
4a061287__1,4a061287,1,2025-07-11,Sofia Reyes Castillo,25-34,Teacher,Latin American,934,12009,-1,0,0,0,0,1,1,1,0,0
4a061287__2,4a061287,2,2025-07-17,Sofia Reyes Castillo,25-34,Teacher,Latin American,348,11423,0,0,0,0,0,0,0,1,1,0
4a061287__3,4a061287,3,2025-07-22,Sofia Reyes Castillo,25-34,Teacher,Latin American,1755,12830,-1,0,0,0,0,0,1,1,0,0
4a061287__4,4a061287,4,2025-07-26,Sofia Reyes Castillo,25-34,Teacher,Latin American,384,11459,1,0,0,0,0,0,0,1,1,0
4a061287__5,4a061287,5,2025-08-02,Sofia Reyes Castillo,25-34,Teacher,Latin American,1501,12576,0,0,0,0,0,1,1,1,-1,0
4a061287__6,4a061287,6,2025-08-09,Sofia Reyes Castillo,25-34,Teacher,Latin American,966,12041,1,0,0,0,0,0,0,1,0,0
4a061287__7,4a061287,7,2025-08-13,Sofia Reyes Castillo,25-34,Teacher,Latin American,282,11357,0,0,0,0,0,0,0,1,0,0
4a061287__8,4a061287,8,2025-08-19,Sofia Reyes Castillo,25-34,Teacher,Latin American,1348,12423,-1,0,0,0,0,1,1,1,0,0
4a061287__9,4a061287,9,2025-08-24,Sofia Reyes Castillo,25-34,Teacher,Latin American,961,12036,1,0,0,0,0,-1,-1,1,1,0
4cfc3c8e__0,4cfc3c8e,0,2025-08-31,Layla Khoury,25-34,Nurse,Middle Eastern,659,11722,1,0,1,0,0,0,0,0,1,0
4cfc3c8e__1,4cfc3c8e,1,2025-08-31,Layla Khoury,25-34,Nurse,Middle Eastern,358,11421,0,0,1,0,0,0,0,0,1,0
4cfc3c8e__2,4cfc3c8e,2,2025-09-04,Layla Khoury,25-34,Nurse,Middle Eastern,752,11815,1,0,0,0,0,0,-1,-1,1,0
4cfc3c8e__3,4cfc3c8e,3,2025-09-09,Layla Khoury,25-34,Nurse,Middle Eastern,1462,12525,1,0,1,0,0,1,-1,0,1,0
4cfc3c8e__4,4cfc3c8e,4,2025-09-12,Layla Khoury,25-34,Nurse,Middle Eastern,202,11265,0,1,1,0,0,0,0,0,1,0
4cfc3c8e__5,4cfc3c8e,5,2025-09-16,Layla Khoury,25-34,Nurse,Middle Eastern,987,12050,1,1,1,-1,0,0,0,0,1,0
4cfc3c8e__6,4cfc3c8e,6,2025-09-21,Layla Khoury,25-34,Nurse,Middle Eastern,863,11926,1,0,0,0,0,0,-1,-1,0,0
4cfc3c8e__7,4cfc3c8e,7,2025-09-25,Layla Khoury,25-34,Nurse,Middle Eastern,1054,12117,1,0,1,-1,0,0,0,0,1,0
4cfc3c8e__8,4cfc3c8e,8,2025-09-30,Layla Khoury,25-34,Nurse,Middle Eastern,716,11779,1,0,1,0,0,0,0,0,1,0
4cfc3c8e__9,4cfc3c8e,9,2025-10-07,Layla Khoury,25-34,Nurse,Middle Eastern,988,12051,1,0,1,-1,0,0,0,0,1,0
4cfc3c8e__10,4cfc3c8e,10,2025-10-12,Layla Khoury,25-34,Nurse,Middle Eastern,177,11240,1,0,1,-1,0,0,0,0,0,0
4cfc3c8e__11,4cfc3c8e,11,2025-10-19,Layla Khoury,25-34,Nurse,Middle Eastern,1104,12167,1,0,1,0,0,1,-1,0,1,0
54fbe6b5__0,54fbe6b5,0,2025-08-02,Arjun Mehta,25-34,Software Engineer,South Asian,703,11808,0,0,0,1,0,0,0,0,0,1
54fbe6b5__1,54fbe6b5,1,2025-08-07,Arjun Mehta,25-34,Software Engineer,South Asian,312,11417,0,0,0,0,0,1,0,0,1,0
54fbe6b5__2,54fbe6b5,2,2025-08-07,Arjun Mehta,25-34,Software Engineer,South Asian,728,11833,0,0,0,0,0,1,0,0,1,0
54fbe6b5__3,54fbe6b5,3,2025-08-09,Arjun Mehta,25-34,Software Engineer,South Asian,794,11899,0,0,0,0,0,0,0,0,1,1
54fbe6b5__4,54fbe6b5,4,2025-08-09,Arjun Mehta,25-34,Software Engineer,South Asian,1270,12375,0,0,0,0,0,1,0,0,1,1
54fbe6b5__5,54fbe6b5,5,2025-08-12,Arjun Mehta,25-34,Software Engineer,South Asian,360,11465,0,0,0,0,0,0,0,0,1,0
54fbe6b5__6,54fbe6b5,6,2025-08-12,Arjun Mehta,25-34,Software Engineer,South Asian,719,11824,0,0,0,0,0,0,0,0,1,1
54fbe6b5__7,54fbe6b5,7,2025-08-12,Arjun Mehta,25-34,Software Engineer,South Asian,316,11421,0,0,0,0,0,0,0,0,0,0
58d843b6__0,58d843b6,0,2025-05-25,Tariq Al-Mansouri,45-54,Entrepreneur,Middle Eastern,458,11535,0,0,0,0,1,0,0,1,0,0
58d843b6__1,58d843b6,1,2025-05-31,Tariq Al-Mansouri,45-54,Entrepreneur,Middle Eastern,629,11706,0,0,0,1,1,0,0,1,0,0
58d843b6__2,58d843b6,2,2025-06-06,Tariq Al-Mansouri,45-54,Entrepreneur,Middle Eastern,908,11985,1,0,0,0,0,0,0,1,0,0
58d843b6__3,58d843b6,3,2025-06-07,Tariq Al-Mansouri,45-54,Entrepreneur,Middle Eastern,1236,12313,0,0,0,0,0,1,0,1,0,0
58d843b6__4,58d843b6,4,2025-06-10,Tariq Al-Mansouri,45-54,Entrepreneur,Middle Eastern,1312,12389,0,0,0,0,1,0,0,1,1,0
58d843b6__5,58d843b6,5,2025-06-14,Tariq Al-Mansouri,45-54,Entrepreneur,Middle Eastern,476,11553,0,0,0,0,0,0,0,0,1,0
58d843b6__6,58d843b6,6,2025-06-14,Tariq Al-Mansouri,45-54,Entrepreneur,Middle Eastern,224,11301,0,0,0,0,0,0,0,1,0,0
58d843b6__7,58d843b6,7,2025-06-19,Tariq Al-Mansouri,45-54,Entrepreneur,Middle Eastern,954,12031,0,0,0,0,-1,1,0,1,0,0
58d843b6__8,58d843b6,8,2025-06-20,Tariq Al-Mansouri,45-54,Entrepreneur,Middle Eastern,868,11945,0,0,0,0,0,0,0,1,0,0
58d843b6__9,58d843b6,9,2025-06-26,Tariq Al-Mansouri,45-54,Entrepreneur,Middle Eastern,206,11283,0,0,0,0,0,0,0,0,1,0
58d843b6__10,58d843b6,10,2025-06-27,Tariq Al-Mansouri,45-54,Entrepreneur,Middle Eastern,1093,12170,0,0,0,0,0,1,0,1,0,0
58d843b6__11,58d843b6,11,2025-07-02,Tariq Al-Mansouri,45-54,Entrepreneur,Middle Eastern,444,11521,1,0,0,0,-1,0,0,0,1,0
5943c186__0,5943c186,0,2025-08-31,Layla Haddad,35-44,Parent (Stay-at-home),Middle Eastern,1221,12300,0,0,1,0,0,0,0,0,0,0
5943c186__1,5943c186,1,2025-09-02,Layla Haddad,35-44,Parent (Stay-at-home),Middle Eastern,833,11912,0,0,1,0,0,0,-1,0,0,0
5943c186__2,5943c186,2,2025-09-03,Layla Haddad,35-44,Parent (Stay-at-home),Middle Eastern,172,11251,0,0,1,0,0,0,0,0,0,0
5943c186__3,5943c186,3,2025-09-10,Layla Haddad,35-44,Parent (Stay-at-home),Middle Eastern,404,11483,0,0,-1,0,0,0,1,0,0,0
5943c186__4,5943c186,4,2025-09-13,Layla Haddad,35-44,Parent (Stay-at-home),Middle Eastern,770,11849,0,0,1,0,0,0,1,0,0,0
5943c186__5,5943c186,5,2025-09-15,Layla Haddad,35-44,Parent (Stay-at-home),Middle Eastern,1066,12145,0,0,1,0,0,0,0,0,1,0
5943c186__6,5943c186,6,2025-09-20,Layla Haddad,35-44,Parent (Stay-at-home),Middle Eastern,328,11407,1,0,1,0,0,0,0,0,0,0
5943c186__7,5943c186,7,2025-09-24,Layla Haddad,35-44,Parent (Stay-at-home),Middle Eastern,787,11866,-1,0,-1,0,0,0,1,0,0,0
59bb28b8__0,59bb28b8,0,2025-08-14,Mariana Delgado,35-44,Teacher,Latin American,1262,12336,0,0,-1,1,0,0,1,1,1,0
59bb28b8__1,59bb28b8,1,2025-08-14,Mariana Delgado,35-44,Teacher,Latin American,621,11695,0,0,0,0,0,1,0,1,1,0
59bb28b8__2,59bb28b8,2,2025-08-21,Mariana Delgado,35-44,Teacher,Latin American,256,11330,0,0,0,0,0,0,0,0,0,0
59bb28b8__3,59bb28b8,3,2025-08-21,Mariana Delgado,35-44,Teacher,Latin American,1246,12320,1,0,1,1,-1,1,0,1,1,0
59bb28b8__4,59bb28b8,4,2025-08-22,Mariana Delgado,35-44,Teacher,Latin American,302,11376,0,0,1,0,0,0,0,0,1,0
5a522de7__0,5a522de7,0,2025-06-05,Henrik Lindqvist,55+,Software Engineer,Western European,774,11861,0,0,0,0,0,0,0,0,0,1
5a522de7__1,5a522de7,1,2025-06-08,Henrik Lindqvist,55+,Software Engineer,Western European,431,11518,0,0,0,0,0,0,0,0,0,1
5a522de7__2,5a522de7,2,2025-06-10,Henrik Lindqvist,55+,Software Engineer,Western European,353,11440,0,0,0,0,0,0,0,0,0,1
5a522de7__3,5a522de7,3,2025-06-13,Henrik Lindqvist,55+,Software Engineer,Western European,475,11562,0,0,0,0,0,0,1,0,0,1
5a522de7__4,5a522de7,4,2025-06-17,Henrik Lindqvist,55+,Software Engineer,Western European,1143,12230,0,0,0,0,0,0,0,0,1,1
5a522de7__5,5a522de7,5,2025-06-18,Henrik Lindqvist,55+,Software Engineer,Western European,299,11386,0,0,0,1,0,0,0,0,0,1
5a522de7__6,5a522de7,6,2025-06-21,Henrik Lindqvist,55+,Software Engineer,Western European,906,11993,0,0,0,0,0,0,1,0,0,1
5a522de7__7,5a522de7,7,2025-06-21,Henrik Lindqvist,55+,Software Engineer,Western European,716,11803,0,0,0,0,0,0,1,0,0,1
5a522de7__8,5a522de7,8,2025-06-21,Henrik Lindqvist,55+,Software Engineer,Western European,1286,12373,0,0,0,0,0,0,0,0,0,1
5a522de7__9,5a522de7,9,2025-06-25,Henrik Lindqvist,55+,Software Engineer,Western European,865,11952,0,0,0,0,0,0,0,0,0,1
5a522de7__10,5a522de7,10,2025-06-28,Henrik Lindqvist,55+,Software Engineer,Western European,1136,12223,0,0,0,0,0,0,0,0,0,1
5a522de7__11,5a522de7,11,2025-06-28,Henrik Lindqvist,55+,Software Engineer,Western European,1379,12466,0,0,0,0,0,0,0,0,0,1
5adacfb2__0,5adacfb2,0,2025-01-04,Tariq Al-Mohammadi,18-24,Gig Worker,Middle Eastern,547,11615,0,0,0,1,1,0,0,0,0,0
5adacfb2__1,5adacfb2,1,2025-01-07,Tariq Al-Mohammadi,18-24,Gig Worker,Middle Eastern,362,11430,0,0,0,0,1,0,0,0,0,0
5adacfb2__2,5adacfb2,2,2025-01-13,Tariq Al-Mohammadi,18-24,Gig Worker,Middle Eastern,899,11967,0,0,0,1,1,0,0,0,0,0
5adacfb2__3,5adacfb2,3,2025-01-17,Tariq Al-Mohammadi,18-24,Gig Worker,Middle Eastern,689,11757,0,0,-1,1,1,0,0,0,0,0
5adacfb2__4,5adacfb2,4,2025-01-17,Tariq Al-Mohammadi,18-24,Gig Worker,Middle Eastern,675,11743,0,0,0,0,-1,0,0,1,0,0
5adacfb2__5,5adacfb2,5,2025-01-20,Tariq Al-Mohammadi,18-24,Gig Worker,Middle Eastern,439,11507,0,0,0,-1,-1,0,0,0,0,0
5adacfb2__6,5adacfb2,6,2025-01-23,Tariq Al-Mohammadi,18-24,Gig Worker,Middle Eastern,1000,12068,0,0,0,1,1,0,0,0,0,0
5adacfb2__7,5adacfb2,7,2025-01-25,Tariq Al-Mohammadi,18-24,Gig Worker,Middle Eastern,379,11447,0,0,0,-1,-1,0,0,0,0,0
5adacfb2__8,5adacfb2,8,2025-01-25,Tariq Al-Mohammadi,18-24,Gig Worker,Middle Eastern,1595,12663,1,0,0,0,1,0,0,0,0,0
5adacfb2__9,5adacfb2,9,2025-01-31,Tariq Al-Mohammadi,18-24,Gig Worker,Middle Eastern,1164,12232,0,0,0,1,-1,1,0,0,0,0
5b45e4a8__0,5b45e4a8,0,2025-11-01,Priya Malhotra,18-24,Artist,South Asian,800,11895,1,1,1,1,0,0,-1,0,0,0
5b45e4a8__1,5b45e4a8,1,2025-11-08,Priya Malhotra,18-24,Artist,South Asian,1596,12691,1,0,0,1,0,-1,-1,-1,1,0
5b45e4a8__2,5b45e4a8,2,2025-11-13,Priya Malhotra,18-24,Artist,South Asian,727,11822,1,1,1,1,0,0,0,0,1,0
5b45e4a8__3,5b45e4a8,3,2025-11-20,Priya Malhotra,18-24,Artist,South Asian,407,11502,1,0,1,1,0,1,0,0,0,0
5b45e4a8__4,5b45e4a8,4,2025-11-21,Priya Malhotra,18-24,Artist,South Asian,805,11900,1,0,0,1,0,-1,-1,-1,0,0
5b45e4a8__5,5b45e4a8,5,2025-11-24,Priya Malhotra,18-24,Artist,South Asian,113,11208,1,0,0,1,0,0,0,0,0,0
5b45e4a8__6,5b45e4a8,6,2025-11-29,Priya Malhotra,18-24,Artist,South Asian,1418,12513,1,0,1,0,0,1,-1,-1,1,0
5b45e4a8__7,5b45e4a8,7,2025-12-03,Priya Malhotra,18-24,Artist,South Asian,718,11813,1,1,1,0,0,0,-1,0,1,0
5b836f2b__0,5b836f2b,0,2025-07-03,Mathilde Dupont,18-24,Artist,Western European,1213,12282,0,0,0,0,0,1,0,0,0,0
5b836f2b__1,5b836f2b,1,2025-07-04,Mathilde Dupont,18-24,Artist,Western European,203,11272,0,0,0,0,0,0,0,0,0,0
5b836f2b__2,5b836f2b,2,2025-07-10,Mathilde Dupont,18-24,Artist,Western European,303,11372,0,0,0,1,0,0,0,0,0,0
5b836f2b__3,5b836f2b,3,2025-07-14,Mathilde Dupont,18-24,Artist,Western European,1627,12696,0,0,0,0,0,1,0,0,0,0
5b836f2b__4,5b836f2b,4,2025-07-14,Mathilde Dupont,18-24,Artist,Western European,241,11310,0,0,0,1,0,0,0,0,0,0
5b836f2b__5,5b836f2b,5,2025-07-18,Mathilde Dupont,18-24,Artist,Western European,1019,12088,0,0,0,0,0,1,0,0,0,0
5b836f2b__6,5b836f2b,6,2025-07-21,Mathilde Dupont,18-24,Artist,Western European,909,11978,0,0,0,0,0,1,0,0,0,0
5b836f2b__7,5b836f2b,7,2025-07-23,Mathilde Dupont,18-24,Artist,Western European,1735,12804,0,0,0,1,0,1,0,0,0,0
5b836f2b__8,5b836f2b,8,2025-07-30,Mathilde Dupont,18-24,Artist,Western European,235,11304,0,0,0,0,0,1,0,0,0,0
5c8ad0db__0,5c8ad0db,0,2025-05-13,Rohan Mehta,30,Entrepreneur,South Asian,189,11246,0,0,0,0,0,0,0,0,0,0
5c8ad0db__1,5c8ad0db,1,2025-05-19,Rohan Mehta,30,Entrepreneur,South Asian,1060,12117,1,0,0,1,1,0,0,0,0,0
5c8ad0db__2,5c8ad0db,2,2025-05-19,Rohan Mehta,30,Entrepreneur,South Asian,283,11340,0,0,0,0,-1,0,1,0,0,0
5c8ad0db__3,5c8ad0db,3,2025-05-26,Rohan Mehta,30,Entrepreneur,South Asian,1310,12367,0,0,0,-1,-1,0,0,0,0,0
5c8ad0db__4,5c8ad0db,4,2025-06-01,Rohan Mehta,30,Entrepreneur,South Asian,1341,12398,-1,0,0,0,-1,0,1,1,0,0
5c8ad0db__5,5c8ad0db,5,2025-06-07,Rohan Mehta,30,Entrepreneur,South Asian,879,11936,0,0,0,-1,-1,0,0,0,-1,0
5d145c6f__0,5d145c6f,0,2025-09-13,Faris Al-Rashid,25-34,Entrepreneur,Middle Eastern,2505,13572,1,1,-1,1,1,0,0,0,-1,0
5d145c6f__1,5d145c6f,1,2025-09-14,Faris Al-Rashid,25-34,Entrepreneur,Middle Eastern,137,11204,0,0,-1,1,0,0,0,0,0,0
5d145c6f__2,5d145c6f,2,2025-09-19,Faris Al-Rashid,25-34,Entrepreneur,Middle Eastern,1279,12346,1,0,0,1,1,0,1,0,-1,0
5e3e1706__0,5e3e1706,0,2025-10-26,Marcus Chen,18-24,Manager,North American,555,11625,0,0,0,0,0,0,-1,0,1,0
5e3e1706__1,5e3e1706,1,2025-10-29,Marcus Chen,18-24,Manager,North American,754,11824,0,0,-1,0,0,0,0,0,1,0
5e3e1706__2,5e3e1706,2,2025-11-04,Marcus Chen,18-24,Manager,North American,1524,12594,0,0,0,0,-1,0,1,0,1,0
5e3e1706__3,5e3e1706,3,2025-11-06,Marcus Chen,18-24,Manager,North American,208,11278,0,0,0,0,0,0,-1,0,1,0
5e3e1706__4,5e3e1706,4,2025-11-12,Marcus Chen,18-24,Manager,North American,763,11833,0,0,0,0,0,0,0,0,1,0
5e3e1706__5,5e3e1706,5,2025-11-13,Marcus Chen,18-24,Manager,North American,1042,12112,0,0,-1,0,0,-1,0,-1,1,0
5e3e1706__6,5e3e1706,6,2025-11-19,Marcus Chen,18-24,Manager,North American,776,11846,0,0,-1,0,0,0,0,0,1,0
5fa8b540__0,5fa8b540,0,2025-02-12,Nisha Agarwal,18-24,Teacher,South Asian,164,11235,0,0,0,0,0,0,0,0,0,0
5fa8b540__1,5fa8b540,1,2025-02-16,Nisha Agarwal,18-24,Teacher,South Asian,1117,12188,0,0,0,0,0,0,0,0,0,1
5fa8b540__2,5fa8b540,2,2025-02-23,Nisha Agarwal,18-24,Teacher,South Asian,828,11899,0,0,0,0,0,0,0,0,0,1
5fa8b540__3,5fa8b540,3,2025-03-02,Nisha Agarwal,18-24,Teacher,South Asian,237,11308,0,0,0,0,0,0,0,0,0,0
5fa8b540__4,5fa8b540,4,2025-03-07,Nisha Agarwal,18-24,Teacher,South Asian,208,11279,0,0,0,0,0,0,0,0,1,0
5fa8b540__5,5fa8b540,5,2025-03-08,Nisha Agarwal,18-24,Teacher,South Asian,968,12039,0,0,0,0,0,0,1,0,0,-1
5fa8b540__6,5fa8b540,6,2025-03-09,Nisha Agarwal,18-24,Teacher,South Asian,1575,12646,0,0,0,0,0,0,0,0,0,-1
5fa8b540__7,5fa8b540,7,2025-03-16,Nisha Agarwal,18-24,Teacher,South Asian,1182,12253,1,0,0,0,0,0,0,0,0,1
5fcf93f5__0,5fcf93f5,0,2025-01-20,Priya Sharma,35-44,Nurse,South Asian,1657,12737,0,0,-1,0,0,1,0,1,1,1
5fcf93f5__1,5fcf93f5,1,2025-01-23,Priya Sharma,35-44,Nurse,South Asian,760,11840,-1,-1,-1,0,0,-1,0,0,0,0
5fcf93f5__2,5fcf93f5,2,2025-01-30,Priya Sharma,35-44,Nurse,South Asian,1471,12551,1,-1,-1,0,0,1,1,0,0,0
606f182e__0,606f182e,0,2025-08-09,Park Joonho,45-54,Entrepreneur,East Asian,1425,12484,0,0,0,1,1,0,-1,0,-1,0
606f182e__1,606f182e,1,2025-08-10,Park Joonho,45-54,Entrepreneur,East Asian,174,11233,1,0,0,0,1,0,-1,0,-1,0
606f182e__2,606f182e,2,2025-08-14,Park Joonho,45-54,Entrepreneur,East Asian,1043,12102,0,0,0,1,1,1,1,0,-1,0
606f182e__3,606f182e,3,2025-08-21,Park Joonho,45-54,Entrepreneur,East Asian,203,11262,0,0,0,1,1,0,0,0,1,0
606f182e__4,606f182e,4,2025-08-25,Park Joonho,45-54,Entrepreneur,East Asian,1617,12676,0,0,0,1,1,1,0,0,-1,0
606f182e__5,606f182e,5,2025-08-25,Park Joonho,45-54,Entrepreneur,East Asian,189,11248,0,0,0,0,0,0,0,0,1,0
